ds_anon_user_id,module,meantimeToQuiz,nsessions,ndays,npages,nactivities,timeInModule,endToQuiz,quizGrade,pretestGrade
Stu_7537716464f93af99c922df206bfc8fa,5,8.827272727,1,1,11,0,11.1,2.3,9,20
Stu_7537716464f93af99c922df206bfc8fa,7,58.80102041,1,1,10,6,56.16666667,11.43333333,9,20
Stu_7537716464f93af99c922df206bfc8fa,8,25.01578947,1,1,8,2,28.73333333,16.81666667,9,20
Stu_7537716464f93af99c922df206bfc8fa,9,40.30053763,1,1,17,3,96.53333333,0.266666667,9,20
Stu_7537716464f93af99c922df206bfc8fa,10,8039.541026,1,1,4,3,61.66666667,8030.866667,8,20
Stu_7537716464f93af99c922df206bfc8fa,11,23.16666667,1,1,3,0,15.93333333,13.78333333,10,20
Stu_75a437b2d2eb8e7cfe38eb88842e7524,1,1177.013889,5,3,17,19,5904.416667,362.6333333,8,11
Stu_75a437b2d2eb8e7cfe38eb88842e7524,2,2023.141013,5,4,30,74,1004.316667,6189.472222,9,11
Stu_75a437b2d2eb8e7cfe38eb88842e7524,3,2886.607243,6,5,63,74,751.9333333,13796.55,9,11
Stu_75a437b2d2eb8e7cfe38eb88842e7524,4,2474.494741,4,2,22,63,250.775,16573.50833,10,11
Stu_75a437b2d2eb8e7cfe38eb88842e7524,5,2876.750225,2,1,22,29,159.1,23195.475,6,11
Stu_75a437b2d2eb8e7cfe38eb88842e7524,6,5175.536803,4,3,44,80,915.7583333,27907.75833,9,11
Stu_75a437b2d2eb8e7cfe38eb88842e7524,7,5482.867431,7,6,65,74,2749.183333,33043.25,9,11
Stu_75a437b2d2eb8e7cfe38eb88842e7524,8,6010.644631,4,3,31,39,1487.488889,50003.06111,8,11
Stu_75a437b2d2eb8e7cfe38eb88842e7524,9,3634.280702,4,3,22,37,514.5,43135.75,8,11
Stu_75a437b2d2eb8e7cfe38eb88842e7524,10,4465.292024,6,2,26,56,914.7833333,46097.875,8,11
Stu_75a437b2d2eb8e7cfe38eb88842e7524,11,6008.813441,2,2,8,9,26,52376.45,10,11
Stu_75b60b32c501fcdfb89554b8882fa90d,1,49.40631808,1,1,17,79,112.15,1.966666667,9,13
Stu_75b60b32c501fcdfb89554b8882fa90d,2,7343.717092,1,1,13,74,115.9,7308.983333,8,13
Stu_75b60b32c501fcdfb89554b8882fa90d,3,1587.952423,5,4,40,74,5651.25,134.5,7,13
Stu_75b60b32c501fcdfb89554b8882fa90d,4,5645.342693,1,1,10,63,59.13333333,5621.416667,4,13
Stu_75b60b32c501fcdfb89554b8882fa90d,5,1323.079692,1,1,11,29,173.85,1271.516667,6,13
Stu_75b60b32c501fcdfb89554b8882fa90d,6,5526.182838,1,1,17,39,33.93333333,5507.916667,5,13
Stu_75b60b32c501fcdfb89554b8882fa90d,7,10038.45969,2,2,26,11,5609.683333,9949.966667,9,13
Stu_75b60b32c501fcdfb89554b8882fa90d,8,311.5211111,2,2,15,0,4530.3,3.05,9,13
Stu_75b60b32c501fcdfb89554b8882fa90d,9,5455.661111,1,1,9,0,1.766666667,5454.783333,7,13
Stu_75b60b32c501fcdfb89554b8882fa90d,10,7620.461667,1,1,10,0,1.983333333,7619.383333,6,13
Stu_75b60b32c501fcdfb89554b8882fa90d,11,2913.794444,1,1,3,0,0.1,2913.75,8,13
Stu_76405d721ba3a3e2ed91f706a261972a,1,3465.985572,2,2,20,77,1542.95,2724.7,9,15
Stu_76405d721ba3a3e2ed91f706a261972a,2,2454.553751,2,2,18,74,1465.683333,1420.066667,10,15
Stu_76405d721ba3a3e2ed91f706a261972a,3,3874.986932,3,3,31,73,2771.566667,2980.866667,9,15
Stu_76405d721ba3a3e2ed91f706a261972a,4,4325.471041,2,2,10,63,1323.683333,4263.1,10,15
Stu_76405d721ba3a3e2ed91f706a261972a,5,5334.028596,2,2,11,28,1438.483333,4535.766667,10,15
Stu_76405d721ba3a3e2ed91f706a261972a,6,5657.254361,1,1,18,80,156.25,5591.3,10,15
Stu_76405d721ba3a3e2ed91f706a261972a,7,2498.652131,2,2,25,74,1585.683333,1374.483333,8,15
Stu_76405d721ba3a3e2ed91f706a261972a,8,3721.357407,2,2,15,39,1434.233333,2843.133333,8,15
Stu_76405d721ba3a3e2ed91f706a261972a,9,4196.587689,1,1,9,37,125.9833333,4141.766667,9,15
Stu_76405d721ba3a3e2ed91f706a261972a,10,2616.606017,2,2,11,56,3033.566667,4,10,15
Stu_76405d721ba3a3e2ed91f706a261972a,11,4306.823039,1,1,3,9,27.18333333,4294.333333,9,15
Stu_7658ae04111430c86fa9a11e5d454f19,1,170.7411877,2,1,16,19,232.95,5.3,7,13
Stu_7658ae04111430c86fa9a11e5d454f19,2,2227.070823,8,6,27,74,6578.1,2.1,9,13
Stu_7658ae04111430c86fa9a11e5d454f19,3,2803.453006,11,6,49,74,4369.541667,685.7333333,7,13
Stu_7658ae04111430c86fa9a11e5d454f19,4,185.1449252,4,3,15,57,5053.7,5741.216667,7,13
Stu_7658ae04111430c86fa9a11e5d454f19,5,158.9165375,5,2,27,29,882.825,4.883333333,8,13
Stu_7658ae04111430c86fa9a11e5d454f19,6,4818.495262,8,7,28,65,4273.333333,9344.025,3,13
Stu_7658ae04111430c86fa9a11e5d454f19,7,1975.100262,9,7,40,74,3372.525,4717.341667,8,13
Stu_7658ae04111430c86fa9a11e5d454f19,8,814.4635854,5,4,20,39,1735.758333,5122.025,9,13
Stu_7658ae04111430c86fa9a11e5d454f19,9,1142.36439,6,5,26,37,5801.95,0.35,8,13
Stu_7658ae04111430c86fa9a11e5d454f19,10,1211.299049,5,5,19,56,1996.233333,7757.308333,9,13
Stu_7658ae04111430c86fa9a11e5d454f19,11,1855.803556,3,3,8,9,721.8333333,9396.708333,8,13
Stu_76712cc9563a7a6a56316b5a37ebca40,1,4554.823634,2,2,18,56,4671.466667,3.066666667,10,10
Stu_76712cc9563a7a6a56316b5a37ebca40,3,4.088333333,1,1,10,0,6.533333333,1.966666667,8,10
Stu_76712cc9563a7a6a56316b5a37ebca40,4,17.3,1,1,7,0,15.98333333,9.633333333,9,10
Stu_76712cc9563a7a6a56316b5a37ebca40,5,45.35238095,1,1,21,0,65.78333333,2.516666667,9,10
Stu_76712cc9563a7a6a56316b5a37ebca40,10,11703.61667,1,1,1,0,0,11703.61667,10,10
Stu_77252e7cf2cf14306c30a173da3ffd63,1,1480.530634,4,3,40,39,11900.16667,0.583333333,9,11
Stu_77252e7cf2cf14306c30a173da3ffd63,2,9210.65847,2,2,17,3,2873.383333,8644.033333,5,11
Stu_77252e7cf2cf14306c30a173da3ffd63,3,136.221789,3,2,46,19,1378.9,1.65,7,11
Stu_77252e7cf2cf14306c30a173da3ffd63,4,2065.427536,2,2,19,11,2674.166667,3.25,4,11
Stu_77252e7cf2cf14306c30a173da3ffd63,5,46107.69912,1,1,4,2,30.86666667,46102.53333,8,11
Stu_77252e7cf2cf14306c30a173da3ffd63,7,183.4916667,2,2,6,0,1013.65,14.05,10,11
Stu_7766e0ad3c88982ea126f9b2c475b8bb,1,729.5798441,5,3,54,76,9265.5,3.466666667,10,10
Stu_7766e0ad3c88982ea126f9b2c475b8bb,2,787.1236475,9,5,42,73,7219.583333,5.166666667,10,10
Stu_7766e0ad3c88982ea126f9b2c475b8bb,3,600.9260667,6,3,65,66,5929.15,3.2,7,10
Stu_7766e0ad3c88982ea126f9b2c475b8bb,4,265.566157,4,3,23,63,4360.666667,5.15,7,10
Stu_7766e0ad3c88982ea126f9b2c475b8bb,5,644.3723301,6,2,20,28,1929.383333,3.45,9,10
Stu_7766e0ad3c88982ea126f9b2c475b8bb,6,4556.848592,3,1,36,80,262.1833333,4439.25,10,10
Stu_7766e0ad3c88982ea126f9b2c475b8bb,7,3038.73156,7,5,31,56,8606.483333,3.3,8,10
Stu_7766e0ad3c88982ea126f9b2c475b8bb,8,151.5100813,3,2,17,35,1164.25,3.05,10,10
Stu_7766e0ad3c88982ea126f9b2c475b8bb,9,464.6869898,5,2,18,37,4519.633333,8.583333333,9,10
Stu_77ba367c3d41eeaa0b4c453ca2ce3b96,1,1711.97381,6,5,13,4,13199.75,2.65,9,7
Stu_77ba367c3d41eeaa0b4c453ca2ce3b96,3,41.34814815,1,1,9,0,47.9,23.85,6,7
Stu_77ba367c3d41eeaa0b4c453ca2ce3b96,4,654.3161308,7,3,21,63,4345.916667,6.95,9,7
Stu_77ba367c3d41eeaa0b4c453ca2ce3b96,5,137.2761905,3,2,14,1,1428.166667,45.3,10,7
Stu_77ba367c3d41eeaa0b4c453ca2ce3b96,6,942.5403846,9,5,39,59,5795.233333,10.55,9,7
Stu_77ba367c3d41eeaa0b4c453ca2ce3b96,7,1765.872595,9,4,54,50,7905.166667,7.65,10,7
Stu_77ba367c3d41eeaa0b4c453ca2ce3b96,8,1213.073026,8,4,29,39,11617.31667,12.4,10,7
Stu_77ba367c3d41eeaa0b4c453ca2ce3b96,9,1526.20591,9,4,19,27,4524.65,2.25,10,7
Stu_77ba367c3d41eeaa0b4c453ca2ce3b96,10,1011.936437,4,2,18,56,3000.583333,5.566666667,10,7
Stu_77ba367c3d41eeaa0b4c453ca2ce3b96,11,1648.890104,1,1,3,9,97.2,1594.45,10,7
Stu_78779c6ec708388974b3f6497e09b527,1,1036.100332,4,4,24,78,10127.91667,5.133333333,10,11
Stu_78779c6ec708388974b3f6497e09b527,2,4652.453897,4,2,18,74,1594.366667,4259.316667,10,11
Stu_78779c6ec708388974b3f6497e09b527,3,1233.35218,5,4,32,72,8531.933333,64.43333333,9,11
Stu_78779c6ec708388974b3f6497e09b527,4,693.5272425,2,2,10,63,1283.15,98.21666667,10,11
Stu_78779c6ec708388974b3f6497e09b527,5,108.3961474,1,1,11,26,240.9666667,35.71666667,10,11
Stu_78779c6ec708388974b3f6497e09b527,6,87.44025081,2,1,19,78,316.4333333,30.8,10,11
Stu_78779c6ec708388974b3f6497e09b527,7,1004.00368,2,2,26,72,2894.066667,23.1,9,11
Stu_78779c6ec708388974b3f6497e09b527,8,1153.336716,2,2,15,35,2372.816667,33.5,10,11
Stu_78779c6ec708388974b3f6497e09b527,9,606.1461957,4,3,15,37,2875.883333,13.51666667,10,11
Stu_78779c6ec708388974b3f6497e09b527,10,605.171369,4,2,12,56,1817.366667,17.3,10,11
Stu_78779c6ec708388974b3f6497e09b527,11,1434.319945,1,1,3,8,69.25,1416.866667,9,11
Stu_78cf592c1af17cf9b77441319dbfe83d,1,7538.020513,4,3,32,49,2820.6,5832.433333,10,7
Stu_78cf592c1af17cf9b77441319dbfe83d,2,21910.43735,7,5,19,43,9980.916667,15062.65,6,7
Stu_796acb9bf3e0de41a331613bc8d34ec7,9,1.091666667,1,1,2,0,0.816666667,0.683333333,10,6
Stu_79db7ba79bbf261ec5eef1a550d4ca00,1,3988.10603,4,4,18,50,4917.666667,1528.816667,9,9
Stu_79db7ba79bbf261ec5eef1a550d4ca00,2,3738.819261,4,3,33,35,779.3333333,2854.783333,8,9
Stu_79db7ba79bbf261ec5eef1a550d4ca00,3,3096.303204,6,4,32,49,6548.658333,3813.933333,9,9
Stu_79db7ba79bbf261ec5eef1a550d4ca00,4,3403.755931,6,5,20,62,7080.416667,2.083333333,9,9
Stu_79db7ba79bbf261ec5eef1a550d4ca00,5,5395.42617,6,5,30,27,3401.891667,2407.991667,10,9
Stu_79db7ba79bbf261ec5eef1a550d4ca00,6,1804.397863,5,4,21,55,1461.458333,8104.308333,7,9
Stu_79db7ba79bbf261ec5eef1a550d4ca00,7,3091.056425,7,6,33,72,8520.3,0.483333333,8,9
Stu_79db7ba79bbf261ec5eef1a550d4ca00,8,7334.720062,3,2,16,38,4906.4,5191.916667,9,9
Stu_79db7ba79bbf261ec5eef1a550d4ca00,9,3426.528016,5,3,14,30,6841.616667,2072.65,6,9
Stu_79db7ba79bbf261ec5eef1a550d4ca00,10,3737.146774,3,3,11,47,5847.95,32.95,10,9
Stu_79db7ba79bbf261ec5eef1a550d4ca00,11,6770.191791,3,3,5,7,7234.95,17.2,9,9
Stu_7a2fe2b9b74039310cbbad37a8d2f275,1,2614.693129,4,3,17,50,2953.233333,1727.466667,8,11
Stu_7a2fe2b9b74039310cbbad37a8d2f275,2,3335.909383,4,3,16,74,3898.083333,858.6833333,10,11
Stu_7a2fe2b9b74039310cbbad37a8d2f275,3,3827.339874,7,4,45,68,6078.566667,1205.55,6,11
Stu_7a2fe2b9b74039310cbbad37a8d2f275,4,7169.712393,4,3,14,63,10208.1,14.8,8,11
Stu_7a2fe2b9b74039310cbbad37a8d2f275,5,1020.153052,3,3,13,27,2822.866667,26.51666667,7,11
Stu_7a2fe2b9b74039310cbbad37a8d2f275,6,1643.18716,2,2,21,76,2247.966667,9.55,10,11
Stu_7a2fe2b9b74039310cbbad37a8d2f275,7,1791.758081,3,2,51,69,1274.05,1544.416667,9,11
Stu_7a2fe2b9b74039310cbbad37a8d2f275,8,4134.696384,2,2,26,36,947.4666667,3695.433333,10,11
Stu_7a2fe2b9b74039310cbbad37a8d2f275,9,6351.85457,2,2,18,37,2830.833333,3738.75,8,11
Stu_7a2fe2b9b74039310cbbad37a8d2f275,10,6054.710676,3,2,22,50,1888.583333,4689.966667,10,11
Stu_7a2fe2b9b74039310cbbad37a8d2f275,11,6433.025231,2,1,5,9,263.7166667,6206.783333,10,11
Stu_7be5b61a99ad0d45f3a6ecde718e11df,1,4557.678704,1,1,6,4,50.9,4538.316667,9,20
Stu_7be5b61a99ad0d45f3a6ecde718e11df,2,2038.566667,1,1,1,0,0,2038.566667,10,20
Stu_7c9059d18d0a53e23738701649d6cd5a,1,63.48962585,3,1,10,21,192.0333333,9.216666667,6,12
Stu_7c9059d18d0a53e23738701649d6cd5a,2,13677.13884,10,5,38,12,6088.883333,3751.741667,8,12
Stu_7c9059d18d0a53e23738701649d6cd5a,3,3721.504167,1,1,4,0,17.2,3714.283333,8,12
Stu_7c9059d18d0a53e23738701649d6cd5a,4,7728.761905,3,2,7,0,2904.666667,6570.25,6,12
Stu_7c9059d18d0a53e23738701649d6cd5a,5,8977.661111,1,1,3,0,24.08333333,8964.266667,7,12
Stu_7c9059d18d0a53e23738701649d6cd5a,6,3980.164286,3,2,7,0,3950.383333,755.0666667,7,12
Stu_7c9059d18d0a53e23738701649d6cd5a,7,8922.756389,7,5,60,0,2783.416667,2945.575,6,12
Stu_7c9059d18d0a53e23738701649d6cd5a,8,7580.256607,4,4,25,17,1450.375,7836.8,9,12
Stu_7c9059d18d0a53e23738701649d6cd5a,9,8401.118011,7,4,28,7,3860.038889,1068.588889,9,12
Stu_7c9059d18d0a53e23738701649d6cd5a,10,2759.524902,7,5,30,11,2389,5776.977778,8,12
Stu_7c9059d18d0a53e23738701649d6cd5a,11,4976.348485,3,3,11,0,7034.55,2.05,9,12
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,1,1835.66786,4,3,17,79,4168.966667,3.35,10,9
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,2,1071.461819,3,2,15,73,2835.566667,3.533333333,8,9
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,3,4651.367966,4,4,31,74,4149.933333,2690.15,8,9
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,4,76.4370671,1,1,9,63,122.4166667,4.516666667,10,9
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,5,151.326022,2,1,11,29,293.9166667,2.966666667,7,9
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,6,988.6691646,5,4,20,80,5834.783333,3.166666667,9,9
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,7,1681.143036,3,3,27,74,2945.916667,3.2,8,9
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,8,1293.727409,2,2,16,39,2568.6,3.383333333,8,9
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,9,1618.97172,3,4,14,37,3005.966667,2.783333333,10,9
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,10,1649.577038,5,4,12,56,4251.416667,3.233333333,10,9
Stu_7ca9c0ea8aa18c5bfee0456b68e66e53,11,10096.85182,1,1,3,9,27.01666667,10084.68333,10,9
Stu_7d1147a40b4b9676b96105543ebe923e,2,540.7595116,4,3,19,74,8017.116667,1.45,10,13
Stu_7d1147a40b4b9676b96105543ebe923e,3,3753.569361,3,4,39,74,9218.416667,4.933333333,7,13
Stu_7d1147a40b4b9676b96105543ebe923e,4,882.3252642,3,3,20,63,1888.016667,1.866666667,8,13
Stu_7d1147a40b4b9676b96105543ebe923e,5,4787.599024,6,7,16,29,13734.3,6.483333333,6,13
Stu_7d1147a40b4b9676b96105543ebe923e,6,497.9584218,3,2,60,77,3395.816667,4.1,9,13
Stu_7d1147a40b4b9676b96105543ebe923e,7,2291.996504,3,3,27,74,5940.9,4.483333333,8,13
Stu_7d1147a40b4b9676b96105543ebe923e,8,533.3060408,4,2,23,39,1618.65,4.25,7,13
Stu_7d1147a40b4b9676b96105543ebe923e,9,57.72106227,1,1,13,37,229.9,0.116666667,10,13
Stu_7d1147a40b4b9676b96105543ebe923e,10,784.8325,3,2,12,26,1703.75,669.7666667,8,13
Stu_7d1147a40b4b9676b96105543ebe923e,11,3930.641042,3,3,8,9,326.3583333,11033.35833,9,13
Stu_7d4512612d0113ef59d9109b4febcbb1,1,4009.900918,6,3,51,78,1108.616667,3777.133333,9,7
Stu_7d4512612d0113ef59d9109b4febcbb1,2,7573.429396,5,5,80,74,2864.827778,6109.344444,8,7
Stu_7d4512612d0113ef59d9109b4febcbb1,3,5229.487053,7,6,75,74,7613.125,11151.49167,8,7
Stu_7d4512612d0113ef59d9109b4febcbb1,4,2371.512751,3,3,18,63,11879.96667,6.133333333,7,7
Stu_7d4512612d0113ef59d9109b4febcbb1,5,2404.222293,6,5,28,29,3374.533333,354.6833333,9,7
Stu_7d4512612d0113ef59d9109b4febcbb1,6,937.2435227,6,5,33,79,919.6388889,24929.45,10,7
Stu_7d4512612d0113ef59d9109b4febcbb1,7,3715.223358,6,5,46,74,13700.05,5.5,10,7
Stu_7d4512612d0113ef59d9109b4febcbb1,8,761.1013768,4,3,19,39,514.1583333,5168.008333,9,7
Stu_7d4512612d0113ef59d9109b4febcbb1,9,3028.477561,7,4,22,37,2323.577778,5904.533333,9,7
Stu_7d4512612d0113ef59d9109b4febcbb1,10,667.3844444,3,3,20,39,799.0833333,6989.258333,8,7
Stu_7d4512612d0113ef59d9109b4febcbb1,11,1612.230631,3,3,5,9,705.3083333,9366.491667,10,7
Stu_7d7248c801d36e3617566be0d45a8c7b,1,2862.81949,6,5,39,79,7081.933333,26.61666667,9,11
Stu_7d7248c801d36e3617566be0d45a8c7b,2,2624.238889,4,4,19,74,8503.216667,24.33333333,10,11
Stu_7d7248c801d36e3617566be0d45a8c7b,3,6537.420558,5,5,40,71,14380.25,19.6,9,11
Stu_7d7248c801d36e3617566be0d45a8c7b,4,4995.39621,2,2,10,63,6866.383333,76.91666667,8,11
Stu_7d7248c801d36e3617566be0d45a8c7b,5,7557.875,4,4,15,29,16070.25,4.966666667,7,11
Stu_7d7248c801d36e3617566be0d45a8c7b,6,1732.637156,4,4,21,77,11590.16667,4.383333333,9,11
Stu_7d7248c801d36e3617566be0d45a8c7b,7,67.61247401,2,2,26,73,5808.966667,2.016666667,9,11
Stu_7d7248c801d36e3617566be0d45a8c7b,8,2882.091403,4,4,17,39,11418.46667,5.916666667,8,11
Stu_7d7248c801d36e3617566be0d45a8c7b,9,115.4166667,3,2,10,25,10075.8,2.483333333,8,11
Stu_7d7248c801d36e3617566be0d45a8c7b,10,2193.797805,4,4,14,41,6591.3,2.466666667,10,11
Stu_7d7248c801d36e3617566be0d45a8c7b,11,136.1528205,1,1,3,9,22.66666667,126.4833333,10,11
Stu_7df2920663fae214b4a588a6eebb92b6,2,915.9716667,2,2,2,1,1051.233333,809.6666667,8,15
Stu_7df2920663fae214b4a588a6eebb92b6,3,4692.74188,2,2,14,18,4484.116667,1420.583333,5,15
Stu_7df2920663fae214b4a588a6eebb92b6,4,305.7594463,2,2,13,58,714.8666667,9.55,10,15
Stu_7df2920663fae214b4a588a6eebb92b6,5,4540.301909,3,3,20,29,5039.533333,4109.966667,10,15
Stu_7df2920663fae214b4a588a6eebb92b6,6,6470.176455,4,3,23,78,7361.591667,20892.71667,9,15
Stu_7df2920663fae214b4a588a6eebb92b6,7,558.0666667,4,2,12,24,1907.75,89.8,9,15
Stu_7df2920663fae214b4a588a6eebb92b6,8,14446.94673,1,1,4,10,56.71666667,14416.66667,9,15
Stu_7df2920663fae214b4a588a6eebb92b6,11,8.972222222,1,1,3,0,0.75,8.5,10,15
Stu_7e08a38b011210780a9c036fdc0ad0bf,1,3942.855211,8,6,41,79,12317.95,5.1,10,4
Stu_7e08a38b011210780a9c036fdc0ad0bf,2,570.8412399,5,2,32,73,1574.8,0.983333333,8,4
Stu_7e08a38b011210780a9c036fdc0ad0bf,3,999.8990504,5,2,61,71,2553.25,6.766666667,9,4
Stu_7e08a38b011210780a9c036fdc0ad0bf,4,914.2675124,4,1,33,63,1151.7,0.533333333,8,4
Stu_7e08a38b011210780a9c036fdc0ad0bf,5,8386.872778,6,6,16,29,15920.33333,1341.45,5,4
Stu_7e08a38b011210780a9c036fdc0ad0bf,6,837.9823349,2,2,37,79,1211.666667,3.866666667,10,4
Stu_7e08a38b011210780a9c036fdc0ad0bf,7,2710.719745,6,5,36,74,5940.333333,23.15,10,4
Stu_7e08a38b011210780a9c036fdc0ad0bf,8,6275.814275,4,4,22,39,7445.833333,5.25,9,4
Stu_7e08a38b011210780a9c036fdc0ad0bf,9,2513.33279,2,2,16,37,2672.3,10.78333333,9,4
Stu_7e08a38b011210780a9c036fdc0ad0bf,10,1239.725208,3,2,13,56,1456.566667,5.033333333,9,4
Stu_7e08a38b011210780a9c036fdc0ad0bf,11,643.4868056,2,2,4,9,1142.133333,547.9,10,4
Stu_7e19dd80ff21c32a3769ae1225adce47,1,412.1293004,2,2,18,76,15776.98333,22.81666667,9,10
Stu_7e19dd80ff21c32a3769ae1225adce47,2,4373.717435,3,3,16,71,18612.43333,14.06666667,9,10
Stu_7e19dd80ff21c32a3769ae1225adce47,3,3410.088307,5,5,31,71,8604.583333,56.28333333,9,10
Stu_7e19dd80ff21c32a3769ae1225adce47,4,2018.584936,3,3,12,62,2863.216667,0.966666667,8,10
Stu_7e19dd80ff21c32a3769ae1225adce47,5,18.07136752,1,1,15,3,25.35,4.283333333,8,10
Stu_7e19dd80ff21c32a3769ae1225adce47,6,42.08405797,1,1,16,24,99.3,1.433333333,9,10
Stu_7e19dd80ff21c32a3769ae1225adce47,7,526.3846154,3,3,39,0,2217.083333,2.4,8,10
Stu_7e19dd80ff21c32a3769ae1225adce47,8,48.70087719,1,1,19,0,18.95,24.78333333,9,10
Stu_7e19dd80ff21c32a3769ae1225adce47,9,27.91333333,1,1,20,0,24.26666667,29.375,9,10
Stu_7e19dd80ff21c32a3769ae1225adce47,11,6.533333333,1,1,3,0,5.016666667,3.383333333,9,10
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,1,14005.56798,1,1,7,19,88,13972.68333,7,6
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,2,689.3131877,4,2,23,74,1520.016667,4.416666667,9,6
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,3,476.7305556,4,3,35,74,1700.95,4.916666667,7,6
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,4,818.8379154,3,2,15,63,1658.6,16.76666667,7,6
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,5,7033.609195,2,2,8,10,1471.116667,6807.466667,10,6
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,6,2164.961618,3,3,13,45,4662.35,13.28333333,9,6
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,7,14983.31648,7,4,30,74,4565.2,12424.4,8,6
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,8,9316.731091,4,3,20,39,14257.53333,7072.616667,10,6
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,9,6137,2,2,4,2,7010.016667,207.2666667,9,6
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,10,15031.30733,2,2,12,56,1574.116667,13999.56667,8,6
Stu_7e4ea19bea6d535cbcd5e6ca10dedada,11,8103.295714,1,1,3,9,62.73333333,8074.316667,10,6
Stu_7e56e0cba1afb944f2d92696f4d19cd3,1,4739.54023,1,1,2,4,7.983333333,4736.683333,9,11
Stu_7f0963b2ed36a15be06bd7d1e33a83bd,1,1185.883786,3,2,33,42,18743.21667,16.78333333,7,12
Stu_7f0963b2ed36a15be06bd7d1e33a83bd,3,3.704166667,1,1,6,3,11.66666667,0.05,7,12
Stu_7f0963b2ed36a15be06bd7d1e33a83bd,4,81.80546218,1,1,4,27,179.2166667,13.8,8,12
Stu_7f0963b2ed36a15be06bd7d1e33a83bd,5,14.45,1,1,4,0,26.4,1.583333333,9,12
Stu_7f0963b2ed36a15be06bd7d1e33a83bd,6,16.97407407,1,1,11,8,123.5166667,0.333333333,10,12
Stu_7f0963b2ed36a15be06bd7d1e33a83bd,7,172.6436813,2,3,16,26,1649.7,0.95,10,12
Stu_7f0963b2ed36a15be06bd7d1e33a83bd,8,43.23393393,2,1,13,18,237.3666667,1.05,8,12
Stu_7f0963b2ed36a15be06bd7d1e33a83bd,9,90.08571429,2,1,7,0,450,17.13333333,9,12
Stu_7f0963b2ed36a15be06bd7d1e33a83bd,10,50.18138528,1,1,7,9,123.05,9.15,10,12
Stu_7f0963b2ed36a15be06bd7d1e33a83bd,11,31.625,1,1,2,0,61.38333333,0.933333333,10,12
Stu_7fcecac6599eab753159785481277ab6,1,2562.315785,9,3,43,76,2220.925,1519.575,10,7
Stu_7fcecac6599eab753159785481277ab6,2,742.6163547,6,4,25,74,1179.441667,4445.766667,9,7
Stu_7fcecac6599eab753159785481277ab6,3,1348.859478,6,3,35,74,2948.65,11.6,7,7
Stu_7fcecac6599eab753159785481277ab6,4,482.7911765,2,1,12,62,747.6333333,9.15,9,7
Stu_7fcecac6599eab753159785481277ab6,5,764.4265351,4,3,23,29,3082.7,7.2,9,7
Stu_7fcecac6599eab753159785481277ab6,6,185.0329356,3,1,19,80,650.0333333,12.56666667,9,7
Stu_7fcecac6599eab753159785481277ab6,7,1492.883094,5,3,74,74,2897.883333,6.883333333,8,7
Stu_7fcecac6599eab753159785481277ab6,8,3018.483048,4,4,29,39,5693.183333,36.05,8,7
Stu_7fcecac6599eab753159785481277ab6,9,2027.726126,4,3,12,37,3487.15,10.75,9,7
Stu_7fcecac6599eab753159785481277ab6,10,1374.853353,2,1,9,29,764.2166667,825.35,8,7
Stu_81077e6a1cfe2fbc58aa6d4d04f627e9,1,2307.593309,8,4,43,79,4004.733333,33.36666667,10,12
Stu_81077e6a1cfe2fbc58aa6d4d04f627e9,2,13652.79543,7,5,46,74,10612.15,5530.933333,10,12
Stu_81077e6a1cfe2fbc58aa6d4d04f627e9,3,2424.996156,4,2,36,74,1513.683333,1779.683333,10,12
Stu_81077e6a1cfe2fbc58aa6d4d04f627e9,4,6176.506414,2,2,16,63,514.0833333,5940.05,10,12
Stu_81077e6a1cfe2fbc58aa6d4d04f627e9,5,8640.596229,7,5,30,29,15605.53333,12.3,10,12
Stu_81077e6a1cfe2fbc58aa6d4d04f627e9,6,2703.552564,2,2,18,80,1210.166667,2545.116667,9,12
Stu_81077e6a1cfe2fbc58aa6d4d04f627e9,7,3112.369002,3,3,26,73,5610.833333,1197.3,10,12
Stu_81077e6a1cfe2fbc58aa6d4d04f627e9,8,860.3571205,1,1,18,39,402.7833333,695.9333333,8,12
Stu_81077e6a1cfe2fbc58aa6d4d04f627e9,9,8137.706913,3,3,15,37,15292.01667,212.5166667,10,12
